FAILED_LOGIN,SUCCESSFUL_LOGIN,AUTHENTICATION_FAILURE,SUDO_COMMAND,PRIVILEGE_ESCALATION,FILE_MODIFIED,FILE_DELETED,USB_CONNECTED,DEFENDER_ALERT,PASSWORD_CHANGED,USER_CREATED,USER_DELETED,KERNEL_EVENT,TOTAL_EVENTS,HIGH_EVENTS,CRITICAL_EVENTS,UNIQUE_USERS,UNIQUE_SOURCE_IPS,LABEL
0,0,0,0,0,1,1,1,1,0,0,0,0,4,2,1,1,1,MALWARE
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,NORMAL
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,PRIVILEGE_ESCALATION
2,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,2,2,UNKNOWN
2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,UNKNOWN
0,0,0,0,0,1,1,1,1,0,0,0,0,4,1,1,2,0,UNKNOWN
